0.0, -203224.52233633367, 15948.1454, 146, 8
0.0, 626236.4902722063, 37935.3789, 152, 6
0.0, -967832.59015174, 40120.6894, 148, 30
0.0, 1036470.8165291816, 43804.0392, 162, 24
0.0, -502911.3373915469, 24995.2846, 148, 8
0.0, -219165.36936664008, 20950.9073, 150, 8
0.0, 87912.0721682984, 31886.0813, 152, 6
0.0, 232984.22917780795, 27842.8345, 154, 6
0.0, 550487.9278038497, 31984.5190, 158, 16
0.0, -136961.27350587462, 28019.4943, 148, 8
0.0, -380013.66415278387, 35523.3986, 152, 20
0.0, 625494.3155456397, 34773.8648, 160, 26
0.0, -861170.8137008705, 33137.3701, 144, 18
0.0, 624087.7322140728, 39135.6817, 158, 14
0.0, 109884.44378985045, 31053.9338, 152, 2
0.0, -482811.5874450867, 24736.9049, 144, 16
0.0, -290326.7387567844, 37294.0496, 152, 14
0.0, -515071.8350069304, 34924.8667, 152, 12
0.0, 318529.07539450447, 30746.2898, 156, 10
0.0, 487664.8454120371, 34953.7063, 160, 20
0.0, 648092.6796385898, 38715.1547, 156, 10
0.0, -70775.28607254355, 19153.8439, 154, 14
0.0, 610525.033604858, 38976.0959, 164, 28
0.0, 142040.57311750515, 27243.0585, 158, 18
0.0, -221821.54474179877, 37816.0727, 154, 14
0.0, -87136.26789804155, 22820.6257, 150, 4
0.0, -185833.6745998132, 18407.3404, 152, 8
0.0, 576846.0041630561, 34360.2866, 160, 22
0.0, 8418.46934503052, 19428.1574, 154, 8
0.0, 650287.152293896, 43574.8153, 160, 22
0.0, -812902.2973233446, 32612.0829, 152, 16
0.0, -392682.7735235488, 28099.7599, 148, 14
0.0, 526173.4021436676, 31594.8669, 158, 18
0.0, -80348.38808651752, 20048.4673, 152, 6
0.0, -322851.1606535773, 21515.6899, 154, 10
0.0, 333092.3037087423, 34410.0816, 154, 8
0.0, 396390.1488719825, 26434.6888, 160, 20
0.0, -223771.7181131286, 28560.8619, 150, 6
0.0, 866757.4351557641, 35800.6069, 164, 32
0.0, 164934.26933361267, 26235.8416, 154, 8
0.0, 528287.2357698036, 28309.4033, 158, 16
0.0, 747254.6115867156, 43665.3137, 160, 22
0.0, -108730.12657711733, 23653.7281, 154, 4
0.0, 1136742.27774726, 50922.3207, 158, 32
0.0, -80351.13783857593, 25964.9449, 152, 0
0.0, -856543.9315864668, 32309.9891, 148, 22
0.0, -450556.96393318044, 23627.9956, 148, 10
0.0, -263060.9096551889, 28109.6728, 148, 6
0.0, -566279.1078072476, 33227.7214, 150, 16
0.0, 306474.3924493573, 30855.2241, 152, 2
0.0, 220878.61579105983, 26896.0379, 154, 6
0.0, 105036.53987550038, 31571.9283, 148, 0
0.0, -763704.6281794222, 25836.9271, 148, 20
0.0, -332.8482523469247, 26959.3154, 152, 8
0.0, 445689.49609958625, 35183.8218, 160, 20
0.0, 287736.93649760797, 29577.0910, 154, 8
0.0, -245693.32666009583, 33537.6953, 152, 12
0.0, 731803.0637774537, 41032.9767, 160, 26
0.0, -313594.8889812036, 38190.9004, 146, 10
0.0, 1181850.7722434888, 53520.7395, 166, 36
0.0, 54580.18392314769, 25818.4058, 152, 4
0.0, 71499.96949412774, 27091.1089, 156, 10
0.0, -420092.7565482388, 25669.6628, 144, 14
0.0, 360906.7508661816, 26817.4412, 154, 6
