0.0, 1000.0, 7.663223034602984
0.0, 567.0, 6.191245564551544
0.0, 656.0, 7.4616547629720005
0.0, 1033.5, 7.202895613670597
0.0, 290.0, 6.766801063101594
0.0, 442.0, 7.095686503130184
0.0, 1003.5, 7.431150130988075
0.0, 609.0, 7.153275186521325
0.0, 943.5, 6.940334706999056
0.0, 505.5, 6.997905235960148
0.0, 1423.5, 8.326984052326807
0.0, 386.0, 6.860006187883192
0.0, 612.0, 6.770167214550125
0.0, 559.5, 5.899748929728546
0.0, 646.5, 7.203718111268878
0.0, 1072.5, 8.531294674805146
0.0, 549.0, 8.424670388424923
0.0, 730.5, 6.823183543754289
0.0, 987.0, 7.433389978655765
0.0, 432.0, 5.2082039614682
0.0, 1114.5, 7.879938845893407
0.0, 762.0, 7.219854763749154
0.0, 565.5, 7.236811279361565
0.0, 501.0, 7.478378654375782
0.0, 924.0, 6.845127495358063
0.0, 372.0, 7.050707783348069
0.0, 1011.0, 7.2617140599968275
0.0, 908.5, 6.788019067548002
0.0, 564.0, 8.446107334918041
0.0, 717.0, 7.872694982378707
0.0, 546.0, 7.103240844794271
0.0, 1045.5, 8.249722261828866
0.0, 777.0, 6.569880979945829
0.0, 1081.5, 8.666031941730022
0.0, 1177.5, 7.571501610064373
0.0, 504.0, 7.207660923059067
0.0, 724.5, 7.4875436356378735
0.0, 576.0, 6.772913190341867
0.0, 825.5, 7.471983781737799
0.0, 708.0, 7.376008412057675
0.0, 811.5, 6.6989870813984735
0.0, 870.0, 8.305869784389964
0.0, 541.0, 6.988873576712759
0.0, 553.0, 6.742382878315066
0.0, 493.5, 7.859611800192934
0.0, 1342.5, 8.518750548915735
0.0, 810.0, 6.727941595978635
0.0, 626.0, 8.004565922843618
0.0, 563.0, 8.431814192321374
0.0, 571.0, 6.748064447356872
0.0, 1071.0, 6.631557890099271
0.0, 416.0, 6.599902948309242
0.0, 2181.0, 7.318154292105307
0.0, 987.0, 8.274936843256034
0.0, 904.5, 7.59881923424233
0.0, 661.0, 7.459190767027507
0.0, 1624.0, 8.063137345459957
0.0, 641.0, 8.25002839678008
0.0, 1103.0, 7.818543151288759
0.0, 874.5, 7.753352147712504
0.0, 907.5, 6.912945803000736
0.0, 768.0, 7.319721614432593
0.0, 725.0, 7.210802604586346
0.0, 787.0, 6.851073367686649
0.0, 386.0, 6.517637241129364
0.0, 656.0, 6.230185120152605
0.0, 562.0, 7.439660493991026
0.0, 964.5, 7.72254438199521
0.0, 1120.5, 8.22488976616632
0.0, 615.0, 7.201959201675316
0.0, 639.0, 6.9830039827843144
0.0, 869.0, 7.373400611724144
0.0, 524.0, 6.248839078526255
0.0, 843.0, 5.737721136698068
0.0, 509.5, 6.401321269143931
0.0, 735.5, 7.623491971268372
0.0, 2101.5, 7.871191263513776
0.0, 825.5, 7.57247216495789
0.0, 987.0, 7.862542887509712
0.0, 661.5, 8.132506616477452
0.0, 943.5, 5.606699387907055
0.0, 460.0, 5.9996541839184925
0.0, 709.5, 6.684956530626513
0.0, 530.0, 6.384195860367145
0.0, 581.0, 7.839145340210648
0.0, 1092.0, 7.767931823132414
0.0, 1911.0, 8.201742302995253
0.0, 361.0, 7.812272793754366
0.0, 1207.5, 6.8546110665755045
0.0, 816.0, 7.218709489586285
0.0, 1051.5, 6.99367595347826
0.0, 660.5, 6.775285682185039
0.0, 285.0, 6.879814431848703
0.0, 1167.0, 7.429927469987042
0.0, 808.5, 6.356675513465579
0.0, 783.0, 6.735076155103113
0.0, 630.0, 7.271152623932217
0.0, 631.5, 7.281889207292259
0.0, 733.5, 7.589671809947365
